# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-16
# See end of file for additional documentation on specific fields
Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr11	63986437	63998411	11q13.1	11q13.1	608337	OTUB1, OTU1, OTB1	OTU domain-containing ubiquitin aldehyde-binding protein 1	OTUB1	55611	ENSG00000167770			Otub1 (MGI:2147616)
chr11	63998553	64166651	11q13.1	11q13.1	610400	MACROD1, LRP16	Macro domain-containing 1	MACROD1	28992	ENSG00000133315			Macrod1 (MGI:2147583)
chr11	64035930	64127288	11q12-q13	11q13.1	604806	FLRT1	Fibronectin-like domain-containing leucine-rich transmembrane protein-1	FLRT1	23769	ENSG00000126500			Flrt1 (MGI:3026647)
chr11	64185271	64204542	11q13	11q13.1	605063	STIP1, HOP	Stress-induced phosphoprotein 1	STIP1	10963	ENSG00000168439			Stip1 (MGI:109130)
chr11	64205919	64223890	11q12	11q13.1	607901	FERMT3, KIND3, URP2, MIG2B	Fermitin family, member 3	FERMT3	83706	ENSG00000149781		Leukocyte adhesion deficiency, type III, 612840 (3), Autosomal recessive	Fermt3 (MGI:2147790)
chr11	64223798	64226223	11q13	11q13.1	610470	TRPT1	Transfer RNA phosphotransferase 1	TRPT1	83707	ENSG00000149743			Trpt1 (MGI:1333115)
chr11	64230431	64234280	11q13	11q13.1	604189	DANJC4, HSPF2	DnaJ, E. coli, homolog of, subfamily C, member 4 (heat-shock 40kD protein 2)	DNAJC4	3338	ENSG00000110011			Dnajc4 (MGI:1927346)
chr11	64234583	64239263	11q13	11q13.1	601398	VEGFB, VRF	Vascular endothelial growth factor B	VEGFB	7423	ENSG00000173511			Vegfb (MGI:106199)
chr11	64241094	64244134	11q13.1-q13.3	11q13.1	186946	FKBP2	FK506-binding protein-2, 13kD	FKBP2	2286	ENSG00000173486			Fkbp2 (MGI:95542)
chr11	64244478	64246942	11q13	11q13.1	601140	PPP1R14B, PLCB3N, PNG	Protein phosphatase 1, regulatory subunit 14B	PPP1R14B	26472	ENSG00000173457			Ppp1r14b (MGI:107682)
chr11	64251529	64269451	11q13	11q13.1	600230	PLCB3, SMDCD	Phospholipase C, beta 3 (phosphatidylinositol-specific)	PLCB3	5331	ENSG00000149782	within 900kb of MEN1	Spondylometaphyseal dysplasia with corneal dystrophy, 618961 (3), Autosomal recessive	Plcb3 (MGI:104778)
chr11	64269827	64284703	11q13.1	11q13.1	603167	BAD, BCL2L8	BCL1 antagonist of cell death	BAD	572	ENSG00000002330			Bad (MGI:1096330)
chr11	64291301	64300030	11q13	11q13.1	605720	KCNK4, TRAAK, FHEIG	Potassium channel, subfamily K, member 4	KCNK4	50801	ENSG00000182450		Facial dysmorphism, hypertrichosis, epilepsy, intellectual/developmental delay, and gingival overgrowth syndrome, 618381 (3), Autosomal dominant	Kcnk4 (MGI:1298234)
chr11	64300357	64304769	11q13.1	11q13.1	617511	CATSPERZ, TEX40	Cation channel, sperm-associated, auxiliary subunit zeta	CATSPERZ	25858	ENSG00000219435			Catsperz (MGI:1914327)
chr11	64305523	64316742	11q12	11q13.1	601998	ESRRA, ESRL1	Estrogen-related receptor, alpha	ESRRA	2101	ENSG00000173153			Esrra (MGI:1346831)
chr11	64316459	64318595	11q13.1	11q13.1	618630	TRMT112	tRNA methyltransferase subunit 11-2	TRMT112	51504	ENSG00000173113			Trmt112,Trmt112-ps2 (MGI:1914924,MGI:3651720)
chr11	64318120	64321810	11q13	11q13.1	606583	PRDX5, AOEB166	Peroxiredoxin 5	PRDX5	25824	ENSG00000126432			Prdx5 (MGI:1859821)
chr11	64340202	64357533	11q13.1	11q13.1	611205	CCDC88B, GIPIE	Coiled-coil domain-containing protein 88B	CCDC88B	283234	ENSG00000168071			Ccdc88b (MGI:1925567)
chr11	64359161	64372214	11q13.1	11q13.1	603606	RPS6KA4, RSKB, MSK2	Ribosomal protein S6 kinase A4	RPS6KA4	8986	ENSG00000162302			Rps6ka4 (MGI:1930076)
chr11	64555846	64572874	11q13	11q13.1	607097	SLC22A11, OAT4	Solute carrier family 22 (organic anion/cation transporter), member 11	SLC22A11	55867	ENSG00000168065			
chr11	64591218	64603249	11q13	11q13.1	607096	SLC22A12, OAT4L, URAT1	Solute carrier family 22 (urate transporter), member 12	SLC22A12	116085	ENSG00000197891		Hypouricemia, renal, 220150 (3), Autosomal recessive	Slc22a12 (MGI:1195269)
chr11	64606173	64723196	11q13	11q13.1	600566	NRXN2	Neurexin 2	NRXN2	9379	ENSG00000110076			Nrxn2 (MGI:1096362)
chr11	64726910	64745480	11q13	11q13.1	605577	RASGRP2, CDC25L	Ras guanyl nucleotide-releasing protein 2	RASGRP2	10235	ENSG00000068831	mutation identified in 1 BDPLT18 family	?Bleeding disorder, platelet-type, 18, 615888 (3), Autosomal recessive	Rasgrp2 (MGI:1333849)
chr11	64746388	64760714	11q13	11q13.1	608455	PYGM	Phosphorylase, glycogen, muscle	PYGM	5837	ENSG00000068976		McArdle disease, 232600 (3), Autosomal recessive	Pygm (MGI:97830)
chr11	64764605	64778768	11q13	11q13.1	601516	SF1, ZNF162, D11S636, ZFM1	Splicing factor 1 (zinc finger protein-162)	SF1	7536	ENSG00000168066			Sf1 (MGI:1095403)
chr11	64784917	64803247	11q13	11q13.1	603166	MAP4K2, RAB8IP, GCK	Mitogen-activating protein kinase kinase kinase kinase 2 (RAB8-interacting protein; germinal center kinase)	MAP4K2	5871	ENSG00000168067			Map4k2 (MGI:1346883)
chr11	64803513	64811293	11q13	11q13.1	613733	MEN1	Menin	MEN1	4221	ENSG00000133895	linked distal to PYGM	Lipoma, somatic (3); Angiofibroma, somatic (3); Multiple endocrine neoplasia 1, 131100 (3), Autosomal dominant; Carcinoid tumor of lung (3); Adrenal adenoma, somatic (3); Parathyroid adenoma, somatic (3)	Men1 (MGI:1316736)
chr11	64823051	64844685	11q13	11q13.1	613991	CDC42BPG, MRCKG	CDC42-binding protein kinase, gamma	CDC42BPG	55561	ENSG00000171219			Cdc42bpg (MGI:2652845)
chr11	64851641	64879692	11q13	11q13.1	605888	EHD1	EH domain-containing 1 protein	EHD1	10938	ENSG00000110047			Ehd1 (MGI:1341878)
chr11	64891136	64891245	11q13.1	11q13.1	610939	MIR192, MIRN192	Micro RNA 192	MIR192	406967	ENSG00000283926			Mir192 (MGI:2676856)
chr11	64891354	64891438	11q13.1	11q13.1	610941	MIR194-2, MIRN194-2	Micro RNA 194-2	MIR194-2	406970	ENSG00000284155			Mir194-2 (MGI:3618738)
chr11	64894545	64917240	11q13.1	11q13.1	616225	ATG2A, KIAA0404	Autophagy related 2A	ATG2A	23130	ENSG00000110046			Atg2a (MGI:1916291)
chr11	64917552	64934477	11q13	11q13.1	601644	PPP2R5B	Protein phosphatase-2, regulatory subunit B (B56), beta isoform	PPP2R5B	5526	ENSG00000068971			Ppp2r5b (MGI:2388480)
chr11	64934470	64938130	11q13.1	11q13.1	609651	GPHA2, GPA2	Glycoprotein hormone, alpha-2	GPHA2	170589	ENSG00000149735			Gpha2 (MGI:2156541)
chr11	64938229	64972107	11q13.1	11q13.1	617130	MAJIN, C11orf85	Membrane-anchored junction protein	MAJIN	283129	ENSG00000168070			Majin (MGI:1923913)
chr11	64987944	64996970	11q13.1	11q13.1	614983	BATF2, SARI	Basic leucine zipper transcription factor, ATF-like 2	BATF2	116071	ENSG00000168062			Batf2 (MGI:1921731)
chr11	65014159	65022183	11q13	11q13.1	601175	ARL2, MRCS1	ADP ribosylation factor-like GTPase 2	ARL2	402	ENSG00000213465	mutation identified in 1 MRCS1 family	?Microcornea, rod-cone dystrophy, cataract, and posterior staphyloma 1, 619082 (3), Autosomal dominant	Arl2 (MGI:1928393)
chr11	65027438	65040571	11q13	11q13.1	605964	SNX15	Sorting nexin 15	SNX15	29907	ENSG00000110025			Snx15 (MGI:1916274)
chr11	65040932	65044827	11q13.1	11q13.1	618796	SAC3D1, SHD1	SAC3 domain-containing protein 1	SAC3D1	29901	ENSG00000168061			Sac3d1 (MGI:1913656)
chr11	65044817	65059019	11q12	11q13.1	602640	NAALADL1, I100	N-acetylated alpha-linked acidic dipeptidase-like 1	NAALADL1	10004	ENSG00000168060			Naaladl1 (MGI:2685810)
chr11	65061008	65084128	11q13.1	11q13.1	609374	CDCA5, SORORIN	Cell division cycle-associated protein 5 (sororin)	CDCA5	113130	ENSG00000146670			Cdca5 (MGI:1915099)
chr11	65084221	65088397	11q13	11q13.1	619397	ZFPL1	Zinc finger protein-like 1	ZFPL1	7542	ENSG00000162300			Zfpl1 (MGI:1891017)
chr11	65096213	65111861	11q13.1	11q13.1	615738	VPS51, ANG2, PCH13	VPS51 subunit of GARP complex	VPS51	738	ENSG00000149823		Pontocerebellar hypoplasia, type 13, 618606 (3), Autosomal recessive	Vps51 (MGI:1915755)
chr11	65111871	65116229	11q13	11q13.1	603414	TM7SF2, ANG1	Transmembrane 7 superfamily, member 2	TM7SF2	7108	ENSG00000149809			Tm7sf2 (MGI:1920416)
chr11	65116402	65117700	11q13	11q13.1	604575	ZNHIT2, C11orf5, FON	Zinc finger HIT domain containing protein 2	ZNHIT2	741	ENSG00000174276			Znhit2 (MGI:1352481)
chr11	65120629	65122133	11q13	11q13.1	134690	FAU	FAU ubiquitin like and ribosomal protein S30 fusion	FAU	2197	ENSG00000149806			Gm9843,Fau (MGI:3708621,MGI:102547)
chr11	65122182	65127370	11q13	11q13.1	606866	MRPL49, NOF1	Mitochondrial ribosomal protein L49	MRPL49	740	ENSG00000149792			Mrpl49 (MGI:108180)
chr11	65127278	65135177	11q13	11q13.1	608046	SYVN1, HRD1, KIAA1810	Synovial apoptosis inhibitor 1	SYVN1	84447	ENSG00000162298			Syvn1 (MGI:1921376)
chr11	65170153	65173665	11q13.1	11q13.1	614030	SPDYC, RINGOC	Speedy, xenopus, homolog of, C	SPDYC	387778	ENSG00000204710			
chr11	65181372	65212005	11q13	11q13.1	114220	CAPN1, SPG76	Calpain, large polypeptide L1	CAPN1	823	ENSG00000014216		Spastic paraplegia 76, autosomal recessive, 616907 (3), Autosomal recessive	Capn1 (MGI:88263)
chr11	65213839	65242756	11q13.1	11q13.1	611696	SLC22A20, OAT6	Solute carrier family 22, member 20	SLC22A20P	440044	ENSG00000197847			Slc22a20 (MGI:2685809)
chr11	65314865	65322416	11q12-q13	11q13.1	606132	CDC42EP2, CEP2, BORG1	CDC42 effector protein 2	CDC42EP2	10435	ENSG00000149798			Cdc42ep2 (MGI:1929744)
chr11	65333839	65354261	11q13	11q13.1	601671	DPF2, REQ, UBID4, CSS7	D4, zinc, and double PHD fingers family, member 2	DPF2	5977	ENSG00000133884		Coffin-Siris syndrome 7, 618027 (3), Autosomal dominant	Dpf2 (MGI:109529)
chr11	65354750	65357612	11q13.1	11q13.1	619084	TIGD3	Tigger transposable element-derived gene 3	TIGD3	220359	ENSG00000173825			Tigd3 (MGI:2681860)
chr11	65375191	65383700	11q13.1	11q13.1	610825	SLC25A45	Solute carrier family 25, member 45	SLC25A45	283130	ENSG00000162241			Slc25a45 (MGI:2147731)
chr11	65386636	65413524	11q13.1	11q13.1	618337	FRMD8, ITAP	FERM domain-containing protein 8	FRMD8	83786	ENSG00000126391			Frmd8 (MGI:1914707)
chr11	65422797	65445539	11q13.1	11q13.1	612769	NEAT1, TNCRNA	Noncoding nuclear-enriched abundant transcript 1	NEAT1	283131	ENSG00000245532			Neat1 (MGI:1914211)
chr11	65497737	65506515	11q13.1	11q13.1	607924	MALAT1, PRO1073	Metastasis-associated lung adenocarcinoma transcript 1	MALAT1	378938	ENSG00000251562	fused with TFEB in renal tumors		Malat1 (MGI:1919539)
chr11	65525080	65538709	11q13	11q13.1	607982	SCYL1, NTKL, SCAR21	SCY1-like 1	SCYL1	57410	ENSG00000142186		Spinocerebellar ataxia, autosomal recessive 21, 616719 (3), Autosomal recessive	Scyl1 (MGI:1931787)
chr11	65538558	65558388	11q12	11q13.1	602090	LTBP3, LTBP2, DASS, GPHYSD3	Latent transforming growth factor beta binding protein-3	LTBP3	4054	ENSG00000168056		Dental anomalies and short stature, 601216 (3), Autosomal recessive; Geleophysic dysplasia 3, 617809 (3), Autosomal dominant	Ltbp3 (MGI:1101355)
chr11	65570476	65571887	11q13.1	11q13.1	606044	ZNRD2, SSSCA1	Zinc ribbon domain containing 2	ZNRD2	10534	ENSG00000173465			Znrd2 (MGI:1913482)
chr11	65572537	65574189	11q13.1	11q13.1	616128	FAM89B, MTVR, LRAP25	Family with sequence similarity 89, member B	FAM89B	23625	ENSG00000176973			Fam89b (MGI:106595)
chr11	65592835	65595799	11q13	11q13.1	603940	KCNK7	Potassium channel, subfamily K, member 7	KCNK7	10089	ENSG00000173338			Kcnk7 (MGI:1341841)
chr11	65597754	65614220	11q13.1-q13.3	11q13.1	600050	MAP3K11, MLK3, PTK1, SPRK	Mitogen-activated protein kinase kinase kinase 11	MAP3K11	4296	ENSG00000173327			Map3k11 (MGI:1346880)
chr11	65614310	65637438	11q13.1	11q13.1	617657	PCNX3	Pecanex 3	PCNX3	399909	ENSG00000197136			Pcnx3 (MGI:1861733)
chr11	65638100	65650929	11q13.3	11q13.1	602180	SIPA1, SPA1	Signal-induced proliferation-associated gene-1	SIPA1	6494	ENSG00000213445			Sipa1 (MGI:107576)
chr11	65653600	65662945	11q12-q13	11q13.1	164014	RELA, NFKB3, CMCU	RELA proto-oncogene, NF-kB subunit	RELA	5970	ENSG00000173039	mutation identified in 1 CMCU family	?Mucocutaneous ulceration, chronic, 618287 (3), Autosomal dominant	Rela (MGI:103290)
chr11	65712017	65719603	11q13	11q13.1	601409	KAT5, HTATIP, TIP60, ESA1, PLIP, NEDFASB	Lysine acetyltransferase 5	KAT5	10524	ENSG00000172977		Neurodevelopmental disorder wtih dysmorphic facies, sleep disturbance, and brain abnormalities, 619103 (3)	Kat5 (MGI:1932051)
chr11	65717672	65720797	11q13.2	11q13.1	610330	RNASEH2C, AYP1, FLJ20974, AGS3	Ribonuclease H2, subunit C	RNASEH2C	84153	ENSG00000172922		Aicardi-Goutieres syndrome 3, 610329 (3), Autosomal recessive	Rnaseh2c (MGI:1915459)
chr11	65773897	65780975	11q13.1	11q13.1	614367	AP5B1, DKFZp761E198	Adaptor-related protein complex 5, beta-1 subunit	AP5B1	91056	ENSG00000254470			Ap5b1 (MGI:2685808)
chr11	65787062	65797218	11q13	11q13.1	602313	OVOL1	Ovo, Drosophila, homolog-like, 1	OVOL1	5017	ENSG00000172818			Ovol1 (MGI:1330290)
chr11	65854672	65858179	11q13	11q13.1	601442	CFL1	Cofilin 1 (non-muscle)	CFL1	1072	ENSG00000172757			Cfl1 (MGI:101757)
chr11	65860243	65867652	11q13	11q13.1	606591	MUS81	MUS81 structure-specific endonuclease subunit	MUS81	80198	ENSG00000172732			Mus81 (MGI:1918961)
chr11	65866440	65872799	11q13	11q13.1	604633	EFEMP2, FBLN4, UPH1, ARCL1B	EGF-containing fibulin-like extracellular matrix protein 2 (fibulin 4)	EFEMP2	30008	ENSG00000172638		Cutis laxa, autosomal recessive, type IB, 614437 (3), Autosomal recessive	Efemp2 (MGI:1891209)
chr11	65879836	65883740	11q13.1	11q13.1	602364	CTSW	Cathepsin W	CTSW	1521	ENSG00000172543			Ctsw (MGI:1338045)
chr11	65883739	65888509	11q13.1	11q13.1	608296	FIBP, TROFAS	Fibroblast growth factor, acidic, intracellular binding protein	FIBP	9158	ENSG00000172500		Thauvin-Robinet-Faivre syndrome, 617107 (3), Autosomal recessive	Fibp (MGI:1926233)
chr11	65890672	65891634	11q13.1	11q13.1	605360	DIPA	Delta antigen-interacting protein A	CCDC85B	11007	ENSG00000175602			Ccdc85b (MGI:2147607)
chr11	65892048	65900544	11q13	11q13.1	136515	FOSL1, FRA1	FOS-like 1, AP-1 transcription factor subunit	FOSL1	8061	ENSG00000175592			Fosl1 (MGI:107179)
chr11	65919425	65921562	11q13.1	11q13.1	602289	DRAP1	DR1-associated protein 1	DRAP1	10589	ENSG00000175550			Drap1 (MGI:1913806)
chr11	65961726	65980136	11q13.1	11q13.1	605941	SART1, HOMS1	Spliceosome-associated factor 1, recruiter of U4/U6.U5 tri-snRNP	SART1	9092	ENSG00000175467			Sart1 (MGI:1309453)
chr11	65996544	66002216	11q13.1	11q13.1	618473	EIF1AD, OBELIX	Eukaryotic translation initiation factor 1A domain-containing protein	EIF1AD	84285	ENSG00000175376			Eif1ad (MGI:1917110)
chr11	66002078	66004148	11q13.1	11q13.1	603811	BANF1, BAF, NGPS	Barrier to autointegration factor 1	BANF1	8815	ENSG00000175334		Nestor-Guillermo progeria syndrome, 614008 (3), Autosomal recessive	Banf1 (MGI:1346330)
chr11	66012007	66013504	11q13	11q13.1	601891	CST6, ECTD15	Cystatin-M	CST6	1474	ENSG00000175315	mutation identified in 1 ECTD15 family	?Ectodermal dysplasia 15, hypohidrotic/hair type, 618535 (3), Autosomal recessive	Cst6 (MGI:1920970)
chr11	66016751	66026517	11q13.1	11q13.1	606389	CATSPER1, CATSPER, SPGF7	Cation channel, sperm-associated, 1	CATSPER1	117144	ENSG00000175294		Spermatogenic failure 7, 612997 (3), Autosomal recessive	Catsper1 (MGI:2179947)
chr11	66040764	66049160	11q13	11q13.1	608234	GAL3ST3, GAL3ST2	Galactose-3-O-sulfotransferase 3	GAL3ST3	89792	ENSG00000175229			Gal3st3 (MGI:3617843)
chr11	66052360	66069307	Chr.11	11q13.1	605591	SF3B2, SF3B145, SAP145	Splicing factor 3B, subunit 2	SF3B2	10992	ENSG00000087365			Sf3b2 (MGI:2441856)
chr11	66070271	66244743	11q13.1	11q13.1-q13.2	607492	PACS1, SHMS, MRD17	Phosphofurin acidic cluster sorting protein 1	PACS1	55690	ENSG00000175115		Schuurs-Hoeijmakers syndrome, 615009 (3), Autosomal dominant	Pacs1 (MGI:1277113)
chr11	66257287	66267859	11q12-q13	11q13.2	611729	KLC2, SPOAN	Kinesin, light chain 2	KLC2	64837	ENSG00000174996		Spastic paraplegia, optic atrophy, and neuropathy, 609541 (3), Autosomal recessive	Klc2 (MGI:107953)
chr11	66268525	66277491	11q13.1	11q13.2	612565	RAB1B	Ras-associated protein RAB1B	RAB1B	81876	ENSG00000174903			Rab1b (MGI:1923558)
chr11	66278174	66284205	11q13.2	11q13.2	611288	CNIH2, CNIL	Cornichon, Drosophila, homolog of, 2	CNIH2	254263	ENSG00000174871			Cnih2 (MGI:1277225)
chr11	66284579	66289142	11q13	11q13.2	611484	YIF1A, YIF1	YIP1-interacting factor homolog A, membrane-trafficking protein	YIF1A	10897	ENSG00000174851			Yif1a (MGI:1915340)
chr11	66314493	66317043	11q13	11q13.2	606064	CD248, TEM1	CD248 antigen	CD248	57124	ENSG00000174807			Cd248 (MGI:1917695)
chr11	66337332	66345124	11q13.1-q13.2	11q13.2	606259	BRMS1	BRMS1 transcriptional repressor and anoikis regulator	BRMS1	25855	ENSG00000174744			Brms1 (MGI:2388804)
chr11	66345373	66347628	11q13.2	11q13.2	605517	B4GAT1, B3GNT1, IGNT, IGAT, MDDGA13	Beta-1,4glucuronyltransferase 1	B4GAT1	11041	ENSG00000174684		Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 13, 615287 (3), Autosomal recessive	B4gat1 (MGI:1919680)
chr11	66362520	66372475	11q13	11q13.2	602110	SLC29A2, HNP36, DER12	Solute carrier family 29 (nucleoside transporters), member 2 (hydrophobic nucleolar protein, 36kD)	SLC29A2	3177	ENSG00000174669			Slc29a2 (MGI:1345278)
chr11	66408921	66426706	11q13	11q13.2	608554	NPAS4, NXF	Neuronal PAS domain protein 4	NPAS4	266743	ENSG00000174576			Npas4 (MGI:2664186)
chr11	66435074	66438859	11q13.3	11q13.2	611826	MRPL11	Mitochondrial ribosomal protein L11	MRPL11	65003	ENSG00000174547			Mrpl11 (MGI:2137215)
chr11	66466326	66477336	11q13.2	11q13.2	609827	PELI3	Pellino E3 ubiquitin protein ligase 3	PELI3	246330	ENSG00000174516			Peli3 (MGI:1924963)
chr11	66480433	66509656	11q12-q13.1	11q13.2	606818	DPP3	Dipeptidyl peptidase III	DPP3	10072	ENSG00000254986			Dpp3 (MGI:1922471)
chr11	66510634	66533597	11q13	11q13.2	209901	BBS1	BBS1 gene	BBS1	582	ENSG00000174483		Bardet-Biedl syndrome 1, 209900 (3), Autosomal recessive, Digenic recessive	Bbs1 (MGI:1277215)
chr11	66546394	66563333	11q13-q14	11q13.2	102574	ACTN3, ACTN3D	Actinin, alpha-3	ACTN3	89	ENSG00000248746		[Sprinting performance], 617749 (3); [Alpha-actinin-3 deficiency], 617749 (3)	Actn3 (MGI:99678)
chr11	66563462	66568605	11q13.1	11q13.2	603539	CTSF, CLN13	Cathepsin F	CTSF	8722	ENSG00000174080		Ceroid lipofuscinosis, neuronal, 13 (Kufs type), autosomal dominant, 615362 (3), Autosomal recessive	Ctsf (MGI:1861434)
chr11	66593161	66606018	11q13	11q13.2	603864	CCS	Copper chaperone for superoxide dismutase	CCS	9973	ENSG00000173992			Ccs (MGI:1333783)
chr11	66616629	66629933	11q13	11q13.2	612409	RBM14, PSP2, COAA, SIP	RNA-binding motif protein 14	RBM14	10432	ENSG00000239306			Rbm14 (MGI:1929092)
chr11	66638702	66668379	11q13	11q13.2	602571	RBM4. LARK	RNA-binding motif protein-4 (lark, Drosophila, homolog of)	RBM4	5936	ENSG00000173933			Rbm4 (MGI:1100865)
chr11	66682495	66729360	11q13	11q13.2	604985	SPTBN2, SCA5, SCAR14	Spectrin, beta, nonerythrocytic, 2	SPTBN2	6712	ENSG00000173898		Spinocerebellar ataxia 5, 600224 (3), Autosomal dominant; Spinocerebellar ataxia, autosomal recessive 14, 615386 (3), Autosomal recessive	Sptbn2 (MGI:1313261)
chr11	66744735	66843515	11q13.2	11q13.2	616109	C11orf80, HYDM4	Chromosome 11 open reading frame 80	C11orf80	79703	ENSG00000173715		Hydatidiform mole, recurrent, 4, 618432 (3), Autosomal recessive	Gm960 (MGI:2685806)
chr11	66843440	66846551	11q13	11q13.2	605385	RCE1	Ras converting CAAX endopeptidase 1	RCE1	9986	ENSG00000173653			Rce1 (MGI:1336895)
chr11	66848419	66958417	11q13.4-q13.5	11q13.2	608786	PC	Pyruvate carboxylase	PC	5091	ENSG00000173599		Pyruvate carboxylase deficiency, 266150 (3), Autosomal recessive	Pcx (MGI:97520)
chr11	66857063	66860474	11q13.1	11q13.2	612810	LRFN4, SALM3	Leucine-rich repeat and fibronectin type III domain-containing protein 4	LRFN4	78999	ENSG00000173621			Lrfn4 (MGI:2385612)
chr11	67006772	67050862	11q13.2	11q13.2	606436	SYT12, SRG1	Synaptotagmin 12	SYT12	91683	ENSG00000173227			Syt12 (MGI:2159601)
chr11	67056846	67072016	11q14.3	11q13.2	605781	RHOD, ARHD, RHOHP1	Ras homolog gene family, member D	RHOD	29984	ENSG00000173156			Rhod (MGI:108446)
chr11	67119262	67258081	Chr.11	11q13.2	605657	FBXL11, FBL11	F-box and leucine-rich repeat protein-11	KDM2A	22992	ENSG00000173120			Kdm2a (MGI:1354736)
chr11	67266419	67286555	11q13.2	11q13.2	109635	GRK2, ADRBK1	G protein-coupled receptor kinase 2	GRK2	156	ENSG00000173020			Grk2 (MGI:87940)
chr11	67289302	67302483	11q13.2	11q13.2	615126	ANKRD13D	Ankyrin repeat domain-containing protein 13D	ANKRD13D	338692	ENSG00000172932			Ankrd13d (MGI:1915673)
chr11	67303477	67312606	11q13.2	11q13.2	606780	SSH3	Slingshot, Drosophila, homolog of, 3	SSH3	54961	ENSG00000172830			Ssh3 (MGI:2683546)
chr11	67350764	67353595	11q13	11q13.2	611525	POLD4, POLDS, P12	Polymerase, DNA-directed, delta 4	POLD4	57804	ENSG00000175482			Pold4 (MGI:1916995)
chr11	67364167	67374176	11q13.3	11q13.2	607672	CLCF1, BSF3, CLC, CISS2	Cardiotrophin-like cytokine	CLCF1	23529	ENSG00000175505		Cold-induced sweating syndrome 2, 610313 (3), Autosomal recessive	Clcf1 (MGI:1930088)
chr11	67391975	67398411	11q13.1-q13.2	11q13.2	603761	RAD9A, RAD9	RAD9 checkpoint clamp component A	RAD9A	5883	ENSG00000172613			Rad9a (MGI:1328356)
chr11	67398182	67401857	11q13	11q13.2	176875	PPP1CA, PPP1A	Protein phosphatase-1, catalytic subunit, alpha isoform	PPP1CA	5499	ENSG00000172531			Ppp1ca (MGI:103016)
chr11	67403717	67410089	11q13.1	11q13.2	610831	TBC1D10C, CARABIN	TBC1 domain family, member 10C	TBC1D10C	374403	ENSG00000175463			Tbc1d10c (MGI:1922072)
chr11	67415677	67425606	11q13	11q13.2	613368	CARNS1, ATPGD1, KIAA1394	Carnosine synthase 1	CARNS1	57571	ENSG00000172508			Carns1 (MGI:2147595)
chr11	67428474	67435407	11q13.2	11q13.2	608939	RPS6KB2, S6K2	Ribosomal protein S6 kinase B2	RPS6KB2	6199	ENSG00000175634			Rps6kb2 (MGI:1927343)
chr11	67435509	67443808	11q13.2	11q13.2	609849	CORO1B	Coronin 1B	CORO1B	57175	ENSG00000172725			Coro1b (MGI:1345963)
chr11	67435509	67437681	11q13.3	11q13.2	601577	PTPRCAP, LPAP	Protein tyrosine phosphatase, receptor type, c polypeptide-associated protein	PTPRCAP	5790	ENSG00000213402			Ptprcap (MGI:97811)
chr11	67452402	67461773	11q13.1	11q13.2	608965	CABP4, CRSD, CSNB2B	Calcium-binding protein 4	CABP4	57010	ENSG00000175544		Cone-rod synaptic disorder, congenital nonprogressive, 610427 (3), Autosomal recessive	Cabp4 (MGI:1920910)
